kodeprov,namaprov,kodekab,namakab,kodekec,namakec
51578,BANTEN,51579,PANDEGLANG,51883,SUKARESMI
51578,BANTEN,51579,PANDEGLANG,51580,SUMUR
51578,BANTEN,52593,SERANG,52880,ANYAR
51578,BANTEN,52593,SERANG,52927,BANDUNG
51578,BANTEN,52593,SERANG,52783,BAROS
51578,BANTEN,52593,SERANG,52751,BINUANG
51578,BANTEN,52593,SERANG,52622,BOJONEGARA
51578,BANTEN,52593,SERANG,52740,CARENANG
51578,BANTEN,52593,SERANG,52717,CIKANDE
51578,BANTEN,52593,SERANG,52798,CIKEUSAL
51578,BANTEN,52593,SERANG,52891,CINANGKA
51578,BANTEN,52593,SERANG,52845,CIOMAS
51578,BANTEN,52593,SERANG,52643,CIRUAS
51578,BANTEN,52593,SERANG,52919,GUNUNG SARI
51578,BANTEN,52593,SERANG,52835,JAWILAN
51578,BANTEN,52593,SERANG,52730,KIBIN
51578,BANTEN,52593,SERANG,52824,KOPO
51578,BANTEN,52593,SERANG,52661,KRAGILAN
51578,BANTEN,52593,SERANG,52594,KRAMATWATU
51578,BANTEN,52593,SERANG,83885,LEBAK WANGI
51578,BANTEN,52593,SERANG,52905,MANCAK
51578,BANTEN,52593,SERANG,52857,PABUARAN
51578,BANTEN,52593,SERANG,52865,PADARINCANG
51578,BANTEN,52593,SERANG,52814,PAMARAYAN
51578,BANTEN,52593,SERANG,52759,PETIR
51578,BANTEN,52593,SERANG,52676,PONTANG
51578,BANTEN,52593,SERANG,52633,PULO AMPEL
51578,BANTEN,52593,SERANG,52707,TANARA
51578,BANTEN,52593,SERANG,52692,TIRTAYASA
51578,BANTEN,52593,SERANG,52773,TUNJUNG TEJA
51578,BANTEN,52593,SERANG,52610,WARINGINKURUNG
51578,BANTEN,52287,TANGERANG,52288,BALARAJA
51578,BANTEN,52287,TANGERANG,52478,CIKUPA
51578,BANTEN,52287,TANGERANG,52526,CISAUK
51578,BANTEN,52287,TANGERANG,52333,CISOKA
51578,BANTEN,52287,TANGERANG,52470,CURUG
51578,BANTEN,52287,TANGERANG,52574,GUNUNG KALER
51578,BANTEN,52287,TANGERANG,52322,JAMBE
51578,BANTEN,52287,TANGERANG,52298,JAYANTI
51578,BANTEN,52287,TANGERANG,52542,KELAPA DUA
51578,BANTEN,52287,TANGERANG,52380,KEMIRI
51578,BANTEN,52287,TANGERANG,52435,KOSAMBI
51578,BANTEN,52287,TANGERANG,52344,KRESEK
51578,BANTEN,52287,TANGERANG,52355,KRONJO
51578,BANTEN,52287,TANGERANG,52502,LEGOK
51578,BANTEN,52287,TANGERANG,52367,MAUK
51578,BANTEN,52287,TANGERANG,52584,MEKAR BARU
51578,BANTEN,52287,TANGERANG,52514,PAGEDANGAN
51578,BANTEN,52287,TANGERANG,52446,PAKUHAJI
51578,BANTEN,52287,TANGERANG,52493,PANONGAN
51578,BANTEN,52287,TANGERANG,52411,PASAR KEMIS
51578,BANTEN,52287,TANGERANG,52397,RAJEG
51578,BANTEN,52287,TANGERANG,52461,SEPATAN
51578,BANTEN,52287,TANGERANG,52557,SEPATAN TIMUR
51578,BANTEN,52287,TANGERANG,52549,SINDANG JAYA
51578,BANTEN,52287,TANGERANG,52566,SOLEAR
51578,BANTEN,52287,TANGERANG,52388,SUKADIRI
51578,BANTEN,52287,TANGERANG,52533,SUKAMULYA
51578,BANTEN,52287,TANGERANG,52421,TELUKNAGA
51578,BANTEN,52287,TANGERANG,52307,TIGARAKSA
53241,BALI,53439,BADUNG,53467,ABIANSEMAL
53241,BALI,53439,BADUNG,53440,KUTA
53241,BALI,53439,BADUNG,53494,KUTA SELATAN
53241,BALI,53439,BADUNG,53501,KUTA UTARA
53241,BALI,53439,BADUNG,53446,MENGWI
53241,BALI,53439,BADUNG,53486,PETANG
53241,BALI,53650,BANGLI,53661,BANGLI
53241,BALI,53650,BANGLI,53678,KINTAMANI
53241,BALI,53650,BANGLI,53651,SUSUT
53241,BALI,53650,BANGLI,53671,TEMBUKU
53241,BALI,53814,BULELENG,53868,BANJAR
53241,BALI,53814,BULELENG,53902,BULELENG
53241,BALI,53814,BULELENG,53852,BUSUNG BIU
53241,BALI,53814,BULELENG,53815,GEROKGAK
53241,BALI,53814,BULELENG,53947,KUBUTAMBAHAN
53241,BALI,53814,BULELENG,53932,SAWAN
53241,BALI,53814,BULELENG,53830,SERIRIT
53241,BALI,53814,BULELENG,53886,SUKASADA
53241,BALI,53814,BULELENG,53961,TEJAKULA
53241,BALI,53508,GIANYAR,53522,BLAHBATUH
53241,BALI,53508,GIANYAR,53532,GIANYAR
53241,BALI,53508,GIANYAR,53576,PAYANGAN
53241,BALI,53508,GIANYAR,53509,SUKAWATI
53241,BALI,53508,GIANYAR,53550,TAMPAKSIRING
53241,BALI,53508,GIANYAR,53568,TEGALALLANG
53241,BALI,53508,GIANYAR,53559,UBUD
53241,BALI,53242,JEMBRANA,53288,JEMBRANA
53241,BALI,53242,JEMBRANA,53277,MELAYA
53241,BALI,53242,JEMBRANA,53256,MENDOYO
53241,BALI,53242,JEMBRANA,53243,NEGARA
53241,BALI,53242,JEMBRANA,53268,PEKUTATAN
53241,BALI,53727,KARANGASEM,53771,ABANG
53241,BALI,53727,KARANGASEM,53786,BEBANDEM
53241,BALI,53727,KARANGASEM,53759,KARANGASEM
53241,BALI,53727,KARANGASEM,53804,KUBU
53241,BALI,53727,KARANGASEM,53746,MANGGIS
53241,BALI,53727,KARANGASEM,53728,RENDANG
53241,BALI,53727,KARANGASEM,53795,SELAT
53241,BALI,53727,KARANGASEM,53735,SIDEMEN
53241,BALI,53586,KLUNGKUNG,53604,BANJARANGKAN
53241,BALI,53586,KLUNGKUNG,53637,DAWAN
53241,BALI,53586,KLUNGKUNG,53618,KLUNGKUNG
53241,BALI,53586,KLUNGKUNG,53587,NUSA PENIDA
53241,BALI,53972,KOTA DENPASAR,53996,DENPASAR BARAT
53241,BALI,53972,KOTA DENPASAR,53973,DENPASAR SELATAN
53241,BALI,53972,KOTA DENPASAR,53984,DENPASAR TIMUR
53241,BALI,53972,KOTA DENPASAR,54008,DENPASAR UTARA
53241,BALI,53299,TABANAN,53412,BATURITI
53241,BALI,53299,TABANAN,53361,KEDIRI
53241,BALI,53299,TABANAN,53332,KERAMBITAN
53241,BALI,53299,TABANAN,53377,MARGA
53241,BALI,53299,TABANAN,53393,PENEBEL
53241,BALI,53299,TABANAN,53425,PUPUAN
53241,BALI,53299,TABANAN,53300,SELEMADEG
53241,BALI,53299,TABANAN,53322,SELEMADEG BARAT
53241,BALI,53299,TABANAN,53311,SELEMADEG TIMUR
53241,BALI,53299,TABANAN,53348,TABANAN
54020,NUSA TENGGARA BARAT,54666,BIMA,54774,AMBALAWI
54020,NUSA TENGGARA BARAT,54666,BIMA,54709,BELO
54020,NUSA TENGGARA BARAT,54666,BIMA,54680,BOLO
54020,NUSA TENGGARA BARAT,54666,BIMA,54758,DONGGO
54020,NUSA TENGGARA BARAT,54666,BIMA,54837,LAMBITU
54020,NUSA TENGGARA BARAT,54666,BIMA,54794,LAMBU
54020,NUSA TENGGARA BARAT,54666,BIMA,54781,LANGGUDU
54020,NUSA TENGGARA BARAT,54666,BIMA,54807,MADAPANGGA
54020,NUSA TENGGARA BARAT,54666,BIMA,54667,MONTA
54020,NUSA TENGGARA BARAT,54666,BIMA,54843,PALIBELO
54020,NUSA TENGGARA BARAT,54666,BIMA,54831,PARADO
54020,NUSA TENGGARA BARAT,54666,BIMA,54767,SANGGAR
54020,NUSA TENGGARA BARAT,54666,BIMA,54728,SAPE
54020,NUSA TENGGARA BARAT,54666,BIMA,54824,SOROMANDI
54020,NUSA TENGGARA BARAT,54666,BIMA,54818,TAMBORA
54020,NUSA TENGGARA BARAT,54666,BIMA,54718,WAWO
54020,NUSA TENGGARA BARAT,54666,BIMA,54746,WERA
54020,NUSA TENGGARA BARAT,54666,BIMA,54693,WOHA
54020,NUSA TENGGARA BARAT,54590,DOMPU,54591,DOMPU
54020,NUSA TENGGARA BARAT,54590,DOMPU,54614,HU'U
54020,NUSA TENGGARA BARAT,54590,DOMPU,54606,KEMPO
54020,NUSA TENGGARA BARAT,54590,DOMPU,54621,KILO
54020,NUSA TENGGARA BARAT,54590,DOMPU,54650,MANGGELEWA
54020,NUSA TENGGARA BARAT,54590,DOMPU,54660,PAJO
54020,NUSA TENGGARA BARAT,54590,DOMPU,54641,PEKAT
54020,NUSA TENGGARA BARAT,54590,DOMPU,54628,WOJA
54020,NUSA TENGGARA BARAT,54982,KOTA BIMA,54998,ASAKOTA
54020,NUSA TENGGARA BARAT,54982,KOTA BIMA,55015,MPUNDA
54020,NUSA TENGGARA BARAT,54982,KOTA BIMA,55003,RABA
54020,NUSA TENGGARA BARAT,54982,KOTA BIMA,54983,RASANAE BARAT
54020,NUSA TENGGARA BARAT,54982,KOTA BIMA,54990,RASANAE TIMUR
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54926,AMPENAN
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54947,CAKRANEGARA
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54937,MATARAM
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54974,SANDUBAYA
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54958,SEKARBELA
54020,NUSA TENGGARA BARAT,54925,KOTA MATARAM,54964,SELAPARANG
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54111,BATU LAYAR
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54022,GERUNG
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54080,GUNUNGSARI
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54034,KEDIRI
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54118,KURIPAN
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54069,LABUAPI
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54105,LEMBAR
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54094,LINGSAR
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54045,NARMADA
54020,NUSA TENGGARA BARAT,54021,LOMBOK BARAT,54062,SEKOTONG
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54153,BATUKLIANG
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54251,BATUKLIANG UTARA
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54200,JANAPRIA
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54139,JONGGAT
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54219,KOPANG
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54124,PRAYA
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54179,PRAYA BARAT
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54240,PRAYA BARAT DAYA
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54229,PRAYA TENGAH
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54189,PRAYA TIMUR
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54211,PRINGGARATA
54020,NUSA TENGGARA BARAT,54123,LOMBOK TENGAH,54163,PUJUT
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54322,AIKMEL
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54395,JEROWARU
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54261,KERUAK
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54375,LABUHAN HAJI
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54288,MASBAGIK
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54338,MONTONG GADING
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54314,PRINGGABAYA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54344,PRINGGASELA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54266,SAKRA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54389,SAKRA BARAT
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54383,SAKRA TIMUR
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54332,SAMBELIA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54302,SELONG
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54363,SEMBALUN
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54280,SIKUR
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54296,SUKAMULIA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54349,SURALAGA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54368,SUWELA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54272,TERARA
54020,NUSA TENGGARA BARAT,54260,LOMBOK TIMUR,54356,WANASABA
54020,NUSA TENGGARA BARAT,55026,LOMBOK UTARA,55050,BAYAN
54020,NUSA TENGGARA BARAT,55026,LOMBOK UTARA,55035,GANGGA
54020,NUSA TENGGARA BARAT,55026,LOMBOK UTARA,55041,KAYANGAN
54020,NUSA TENGGARA BARAT,55026,LOMBOK UTARA,55060,PEMENANG
54020,NUSA TENGGARA BARAT,55026,LOMBOK UTARA,55027,TANJUNG
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54409,ALAS
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54502,ALAS BARAT
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54428,BATU LANTEH
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54525,BUER
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54491,EMPANG
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54519,LABANGKA
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54511,LABUHAN BADAS
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54585,LANTUNG
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54474,LAPE
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54575,LENANGGUAR
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54567,LOPOK
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54401,LUNYUK
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54553,MARONGE
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54444,MOYO HILIR
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54455,MOYO HULU
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54546,MOYO UTARA
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54580,ORONG TELU
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54479,PLAMPANG
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54532,RHEE
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54468,ROPANG
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54435,SUMBAWA
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54558,TARANO
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54537,UNTER IWES
54020,NUSA TENGGARA BARAT,54400,SUMBAWA,54418,UTAN
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54912,BRANG ENE
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54893,BRANG REA
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54854,JEREWEH
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54919,MALUK
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54903,POTO TANO
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54885,SEKONGKANG
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54874,SETELUK
54020,NUSA TENGGARA BARAT,54853,SUMBAWA BARAT,54859,TALIWANG
55065,NUSA TENGGARA TIMUR,56051,ALOR,56089,ALOR BARAT DAYA
55065,NUSA TENGGARA TIMUR,56051,ALOR,56069,ALOR BARAT LAUT
55065,NUSA TENGGARA TIMUR,56051,ALOR,56110,ALOR SELATAN
55065,NUSA TENGGARA TIMUR,56051,ALOR,56148,ALOR TENGAH UTARA
55065,NUSA TENGGARA TIMUR,56051,ALOR,56125,ALOR TIMUR
55065,NUSA TENGGARA TIMUR,56051,ALOR,56163,ALOR TIMUR LAUT
55065,NUSA TENGGARA TIMUR,56051,ALOR,56180,KABOLA
55065,NUSA TENGGARA TIMUR,56051,ALOR,56218,LEMBUR
55065,NUSA TENGGARA TIMUR,56051,ALOR,56193,MATARU
55065,NUSA TENGGARA TIMUR,56051,ALOR,56136,PANTAR
55065,NUSA TENGGARA TIMUR,56051,ALOR,56172,PANTAR BARAT
55065,NUSA TENGGARA TIMUR,56051,ALOR,56236,PANTAR BARAT LAUT
55065,NUSA TENGGARA TIMUR,56051,ALOR,56225,PANTAR TENGAH
55065,NUSA TENGGARA TIMUR,56051,ALOR,56206,PANTAR TIMUR
55065,NUSA TENGGARA TIMUR,56051,ALOR,56186,PULAU PURA
55065,NUSA TENGGARA TIMUR,56051,ALOR,56201,PUREMAN
55065,NUSA TENGGARA TIMUR,56051,ALOR,56052,TELUK MUTIARA
55065,NUSA TENGGARA TIMUR,55819,BELU,56031,ATAMBUA BARAT
55065,NUSA TENGGARA TIMUR,55819,BELU,56036,ATAMBUA SELATAN
55065,NUSA TENGGARA TIMUR,55819,BELU,55859,KAKULUK MESAK
55065,NUSA TENGGARA TIMUR,55819,BELU,55947,KOTA ATAMBUA
55065,NUSA TENGGARA TIMUR,55819,BELU,55820,LAMAKNEN
55065,NUSA TENGGARA TIMUR,55819,BELU,56008,LAMAKNEN SELATAN
55065,NUSA TENGGARA TIMUR,55819,BELU,56000,LASIOLAT
55065,NUSA TENGGARA TIMUR,55819,BELU,56041,NANAET DUABESI
55065,NUSA TENGGARA TIMUR,55819,BELU,55843,RAIHAT
55065,NUSA TENGGARA TIMUR,55819,BELU,55952,RAIMANUK
55065,NUSA TENGGARA TIMUR,55819,BELU,55850,TASIFETO BARAT
55065,NUSA TENGGARA TIMUR,55819,BELU,55830,TASIFETOTIMUR
55065,NUSA TENGGARA TIMUR,56671,ENDE,56857,DETUKELI
55065,NUSA TENGGARA TIMUR,56671,ENDE,56739,DETUSOKO
55065,NUSA TENGGARA TIMUR,56671,ENDE,56699,ENDE
55065,NUSA TENGGARA TIMUR,56671,ENDE,56718,ENDE SELATAN
55065,NUSA TENGGARA TIMUR,56671,ENDE,56892,ENDE TENGAH
55065,NUSA TENGGARA TIMUR,56671,ENDE,56897,ENDE TIMUR
55065,NUSA TENGGARA TIMUR,56671,ENDE,56884,ENDE UTARA
55065,NUSA TENGGARA TIMUR,56671,ENDE,56848,KELIMUTU
55065,NUSA TENGGARA TIMUR,56671,ENDE,56835,KOTA BARU
55065,NUSA TENGGARA TIMUR,56671,ENDE,83887,LEPEMBUSU KELISOKE
55065,NUSA TENGGARA TIMUR,56671,ENDE,56826,LIO TIMUR
55065,NUSA TENGGARA TIMUR,56671,ENDE,56815,MAUKARO
55065,NUSA TENGGARA TIMUR,56671,ENDE,56805,MAUROLE
55065,NUSA TENGGARA TIMUR,56671,ENDE,56672,NANGAPANDA
55065,NUSA TENGGARA TIMUR,56671,ENDE,56724,NDONA
55065,NUSA TENGGARA TIMUR,56671,ENDE,56871,NDONA TIMUR
55065,NUSA TENGGARA TIMUR,56671,ENDE,56878,NDORI
55065,NUSA TENGGARA TIMUR,56671,ENDE,56691,PULAU ENDE
55065,NUSA TENGGARA TIMUR,56671,ENDE,56764,WEWARIA
55065,NUSA TENGGARA TIMUR,56671,ENDE,56798,WOLOJITA
55065,NUSA TENGGARA TIMUR,56671,ENDE,56782,WOLOWARU
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56468,ADONARA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56349,ADONARA BARAT
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56476,ADONARA TENGAH
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56379,ADONARA TIMUR
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56447,DEMON PAGONG
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56426,ILE BOLENG
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56462,ILE BURA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56286,ILE MANDIRI
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56399,KELUBAGOLIT
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56269,LARANTUKA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56454,LEWOLEMA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56310,SOLOR BARAT
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,83886,SOLOR SELATAN
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56329,SOLOR TIMUR
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56295,TANJUNG BUNGA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56256,TITEHENA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56412,WITIHAMA
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56366,WOTAN ULUMANDO
55065,NUSA TENGGARA TIMUR,56244,FLORES TIMUR,56245,WULANGGITANG
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58041,ALAK
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58064,KELAPA LIMA
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58087,KOTA LAMA
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58079,KOTA RAJA
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58054,MAULAFA
55065,NUSA TENGGARA TIMUR,58040,KOTA KUPANG,58070,OEBOBO
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55309,AMABI OEFETO
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55270,AMABI OEFETO TIMUR
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55160,AMARASI
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55250,AMARASI BARAT
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55259,AMARASI SELATAN
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55265,AMARASI TIMUR
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55281,AMFOANG BARAT DAYA
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55286,AMFOANG BARAT LAUT
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55197,AMFOANG SELATAN
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55338,AMFOANG TENGAH
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55317,AMFOANG TIMUR
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55209,AMFOANG UTARA
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55170,FATULEU
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55323,FATULEU BARAT
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55329,FATULEU TENGAH
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55107,KUPANG BARAT
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55146,KUPANG TENGAH
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55120,KUPANG TIMUR
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55237,NEKAMESE
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55094,SEMAU
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55293,SEMAU SELATAN
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55138,SULAMU
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55300,TAEBENU
55065,NUSA TENGGARA TIMUR,55066,KUPANG,55186,TAKARI
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57422,ATADEI
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57513,BUYASURI
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57438,ILE APE
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57550,ILE APE TIMUR
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57455,LEBATUKAN
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57407,NAGA WUTUNG
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57473,NUBATUKAN
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57491,OMESURI
55065,NUSA TENGGARA TIMUR,57406,LEMBATA,57534,WULANDONI
55065,NUSA TENGGARA TIMUR,928072,MALAKA,56025,BOTIN LEO BELE
55065,NUSA TENGGARA TIMUR,928072,MALAKA,56017,IO KUFEU
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55873,KOBALIMA
55065,NUSA TENGGARA TIMUR,928072,MALAKA,56046,KOBALIMA TIMUR
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55962,LAEN MANEN
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55910,MALAKA BARAT
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55882,MALAKA TENGAH
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55866,MALAKA TIMUR
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55927,RINHAT
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55900,SASITAMEAN
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55985,WELIMAN
55065,NUSA TENGGARA TIMUR,928072,MALAKA,55972,WEWIKU
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57063,CIBAL
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,83545,CIBAL BARAT
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57112,LANGKE REMBONG
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57158,LELAK
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57145,RAHONG UTARA
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57091,REOK
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,83544,REOK BARAT
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57026,RUTENG
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57043,SATAR MESE
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57124,SATAR MESE BARAT
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,930150,SATAR MESE UTARA
55065,NUSA TENGGARA TIMUR,57008,MANGGARAI,57009,WAE RII
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57756,BOLENG
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57739,KOMODO
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57664,KUWUS
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,931291,KUWUS BARAT
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57692,LEMBOR
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,83549,LEMBOR SELATAN
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57650,MACANG PACAR
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,83550,MBELILING
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,83548,NDOSO
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,931290,PACAR
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57714,SANO NGGOANG
55065,NUSA TENGGARA TIMUR,57649,MANGGARAI BARAT,57766,WELAK
